protocol,concurrency,repeat,sample_id,latency_ms
MedAuth,500,3,73,8.8
MedAuth,500,3,74,8.8
MedAuth,500,3,75,8.8
MedAuth,500,3,76,8.8
MedAuth,500,3,77,8.8
MedAuth,500,3,78,8.8
MedAuth,500,3,79,8.8
MedAuth,500,3,80,8.8
MedAuth,500,3,81,8.8
MedAuth,500,3,82,8.8
MedAuth,500,3,83,8.8
MedAuth,500,3,84,8.8
MedAuth,500,3,85,8.8
MedAuth,500,3,86,8.8
MedAuth,500,3,87,8.8
MedAuth,500,3,88,8.8
MedAuth,500,3,89,8.8
MedAuth,500,3,90,8.8
MedAuth,500,3,91,8.8
MedAuth,500,3,92,8.8
MedAuth,500,3,93,8.8
MedAuth,500,3,94,8.8
MedAuth,500,3,95,15.2
MedAuth,500,3,96,15.3
MedAuth,500,3,97,15.3
MedAuth,500,3,98,15.3
MedAuth,500,3,99,15.3
MedAuth,500,3,100,15.3
MedAuth,1000,1,1,9.3
MedAuth,1000,1,2,9.3
MedAuth,1000,1,3,9.3
MedAuth,1000,1,4,9.3
MedAuth,1000,1,5,9.3
MedAuth,1000,1,6,9.3
MedAuth,1000,1,7,9.3
MedAuth,1000,1,8,9.3
MedAuth,1000,1,9,9.3
MedAuth,1000,1,10,9.3
MedAuth,1000,1,11,9.3
MedAuth,1000,1,12,9.3
MedAuth,1000,1,13,9.3
MedAuth,1000,1,14,9.3
MedAuth,1000,1,15,9.3
MedAuth,1000,1,16,9.3
MedAuth,1000,1,17,9.3
MedAuth,1000,1,18,9.3
MedAuth,1000,1,19,9.3
MedAuth,1000,1,20,9.3
MedAuth,1000,1,21,9.3
MedAuth,1000,1,22,9.3
MedAuth,1000,1,23,9.3
MedAuth,1000,1,24,9.3
MedAuth,1000,1,25,9.3
MedAuth,1000,1,26,9.3
MedAuth,1000,1,27,9.3
MedAuth,1000,1,28,9.3
MedAuth,1000,1,29,9.3
MedAuth,1000,1,30,9.3
MedAuth,1000,1,31,9.3
MedAuth,1000,1,32,9.3
MedAuth,1000,1,33,9.3
MedAuth,1000,1,34,9.3
MedAuth,1000,1,35,9.3
MedAuth,1000,1,36,9.3
MedAuth,1000,1,37,9.3
MedAuth,1000,1,38,9.3
MedAuth,1000,1,39,9.3
MedAuth,1000,1,40,9.3
MedAuth,1000,1,41,9.3
MedAuth,1000,1,42,9.3
MedAuth,1000,1,43,9.3
MedAuth,1000,1,44,9.3
MedAuth,1000,1,45,9.3
MedAuth,1000,1,46,9.3
MedAuth,1000,1,47,9.3
MedAuth,1000,1,48,9.3
MedAuth,1000,1,49,9.3
MedAuth,1000,1,50,9.5
MedAuth,1000,1,51,9.5
MedAuth,1000,1,52,9.5
MedAuth,1000,1,53,9.5
MedAuth,1000,1,54,9.5
MedAuth,1000,1,55,9.5
MedAuth,1000,1,56,9.5
MedAuth,1000,1,57,9.5
MedAuth,1000,1,58,9.5
MedAuth,1000,1,59,9.5
MedAuth,1000,1,60,9.5
MedAuth,1000,1,61,9.5
MedAuth,1000,1,62,9.5
MedAuth,1000,1,63,9.5
MedAuth,1000,1,64,9.5
MedAuth,1000,1,65,9.5
MedAuth,1000,1,66,9.5
MedAuth,1000,1,67,9.5
MedAuth,1000,1,68,9.5
MedAuth,1000,1,69,9.5
MedAuth,1000,1,70,9.5
MedAuth,1000,1,71,9.5
MedAuth,1000,1,72,9.5
MedAuth,1000,1,73,9.5
MedAuth,1000,1,74,9.5
MedAuth,1000,1,75,9.5
MedAuth,1000,1,76,9.5
MedAuth,1000,1,77,9.5
MedAuth,1000,1,78,9.5
MedAuth,1000,1,79,9.5
MedAuth,1000,1,80,9.5
MedAuth,1000,1,81,9.5
MedAuth,1000,1,82,9.5
MedAuth,1000,1,83,9.5
MedAuth,1000,1,84,9.5
MedAuth,1000,1,85,9.5
MedAuth,1000,1,86,9.5
MedAuth,1000,1,87,9.5
MedAuth,1000,1,88,9.5
MedAuth,1000,1,89,9.5
MedAuth,1000,1,90,9.5
MedAuth,1000,1,91,9.5
MedAuth,1000,1,92,9.5
MedAuth,1000,1,93,9.5
MedAuth,1000,1,94,9.5
MedAuth,1000,1,95,18.5
MedAuth,1000,1,96,18.6
MedAuth,1000,1,97,18.6
MedAuth,1000,1,98,18.6
MedAuth,1000,1,99,18.6
MedAuth,1000,1,100,18.6
MedAuth,1000,2,1,9.3
MedAuth,1000,2,2,9.3
MedAuth,1000,2,3,9.3
MedAuth,1000,2,4,9.3
MedAuth,1000,2,5,9.3
MedAuth,1000,2,6,9.3
MedAuth,1000,2,7,9.3
MedAuth,1000,2,8,9.3
MedAuth,1000,2,9,9.3
MedAuth,1000,2,10,9.3
MedAuth,1000,2,11,9.3
MedAuth,1000,2,12,9.3
MedAuth,1000,2,13,9.3
MedAuth,1000,2,14,9.3
MedAuth,1000,2,15,9.3
MedAuth,1000,2,16,9.3
MedAuth,1000,2,17,9.3
MedAuth,1000,2,18,9.3
MedAuth,1000,2,19,9.3
MedAuth,1000,2,20,9.3
MedAuth,1000,2,21,9.3
MedAuth,1000,2,22,9.3
MedAuth,1000,2,23,9.3
MedAuth,1000,2,24,9.3
MedAuth,1000,2,25,9.3
MedAuth,1000,2,26,9.3
MedAuth,1000,2,27,9.3
MedAuth,1000,2,28,9.3
MedAuth,1000,2,29,9.3
MedAuth,1000,2,30,9.3
MedAuth,1000,2,31,9.3
MedAuth,1000,2,32,9.3
MedAuth,1000,2,33,9.3
MedAuth,1000,2,34,9.3
MedAuth,1000,2,35,9.3
MedAuth,1000,2,36,9.3
MedAuth,1000,2,37,9.3
MedAuth,1000,2,38,9.3
MedAuth,1000,2,39,9.3
MedAuth,1000,2,40,9.3
MedAuth,1000,2,41,9.3
MedAuth,1000,2,42,9.3
MedAuth,1000,2,43,9.3
MedAuth,1000,2,44,9.3
MedAuth,1000,2,45,9.3
MedAuth,1000,2,46,9.3
MedAuth,1000,2,47,9.3
MedAuth,1000,2,48,9.3
MedAuth,1000,2,49,9.3
MedAuth,1000,2,50,9.5
MedAuth,1000,2,51,9.5
MedAuth,1000,2,52,9.5
MedAuth,1000,2,53,9.5
MedAuth,1000,2,54,9.5
MedAuth,1000,2,55,9.5
MedAuth,1000,2,56,9.5
MedAuth,1000,2,57,9.5
MedAuth,1000,2,58,9.5
MedAuth,1000,2,59,9.5
MedAuth,1000,2,60,9.5
MedAuth,1000,2,61,9.5
MedAuth,1000,2,62,9.5
MedAuth,1000,2,63,9.5
MedAuth,1000,2,64,9.5
MedAuth,1000,2,65,9.5
MedAuth,1000,2,66,9.5
MedAuth,1000,2,67,9.5
MedAuth,1000,2,68,9.5
MedAuth,1000,2,69,9.5
MedAuth,1000,2,70,9.5
MedAuth,1000,2,71,9.5
MedAuth,1000,2,72,9.5
MedAuth,1000,2,73,9.5
MedAuth,1000,2,74,9.5
MedAuth,1000,2,75,9.5
MedAuth,1000,2,76,9.5
MedAuth,1000,2,77,9.5
MedAuth,1000,2,78,9.5
MedAuth,1000,2,79,9.5
MedAuth,1000,2,80,9.5
MedAuth,1000,2,81,9.5
MedAuth,1000,2,82,9.5
MedAuth,1000,2,83,9.5
MedAuth,1000,2,84,9.5
MedAuth,1000,2,85,9.5
MedAuth,1000,2,86,9.5
MedAuth,1000,2,87,9.5
MedAuth,1000,2,88,9.5
MedAuth,1000,2,89,9.5
MedAuth,1000,2,90,9.5
MedAuth,1000,2,91,9.5
MedAuth,1000,2,92,9.5
MedAuth,1000,2,93,9.5
MedAuth,1000,2,94,9.5
MedAuth,1000,2,95,18.5
MedAuth,1000,2,96,18.6
MedAuth,1000,2,97,18.6
MedAuth,1000,2,98,18.6
MedAuth,1000,2,99,18.6
MedAuth,1000,2,100,18.6
MedAuth,1000,3,1,9.3
MedAuth,1000,3,2,9.3
MedAuth,1000,3,3,9.3
MedAuth,1000,3,4,9.3
MedAuth,1000,3,5,9.3
MedAuth,1000,3,6,9.3
MedAuth,1000,3,7,9.3
MedAuth,1000,3,8,9.3
MedAuth,1000,3,9,9.3
MedAuth,1000,3,10,9.3
MedAuth,1000,3,11,9.3
MedAuth,1000,3,12,9.3
MedAuth,1000,3,13,9.3
MedAuth,1000,3,14,9.3
MedAuth,1000,3,15,9.3
MedAuth,1000,3,16,9.3
MedAuth,1000,3,17,9.3
MedAuth,1000,3,18,9.3
MedAuth,1000,3,19,9.3
MedAuth,1000,3,20,9.3
MedAuth,1000,3,21,9.3
MedAuth,1000,3,22,9.3
MedAuth,1000,3,23,9.3
MedAuth,1000,3,24,9.3
MedAuth,1000,3,25,9.3
MedAuth,1000,3,26,9.3
MedAuth,1000,3,27,9.3
MedAuth,1000,3,28,9.3
MedAuth,1000,3,29,9.3
MedAuth,1000,3,30,9.3
MedAuth,1000,3,31,9.3
MedAuth,1000,3,32,9.3
MedAuth,1000,3,33,9.3
MedAuth,1000,3,34,9.3
MedAuth,1000,3,35,9.3
MedAuth,1000,3,36,9.3
MedAuth,1000,3,37,9.3
MedAuth,1000,3,38,9.3
MedAuth,1000,3,39,9.3
MedAuth,1000,3,40,9.3
MedAuth,1000,3,41,9.3
MedAuth,1000,3,42,9.3
MedAuth,1000,3,43,9.3
MedAuth,1000,3,44,9.3
MedAuth,1000,3,45,9.3
MedAuth,1000,3,46,9.3
MedAuth,1000,3,47,9.3
MedAuth,1000,3,48,9.3
MedAuth,1000,3,49,9.3
MedAuth,1000,3,50,9.5
MedAuth,1000,3,51,9.5
MedAuth,1000,3,52,9.5
MedAuth,1000,3,53,9.5
MedAuth,1000,3,54,9.5
MedAuth,1000,3,55,9.5
MedAuth,1000,3,56,9.5
MedAuth,1000,3,57,9.5
MedAuth,1000,3,58,9.5
MedAuth,1000,3,59,9.5
MedAuth,1000,3,60,9.5
MedAuth,1000,3,61,9.5
MedAuth,1000,3,62,9.5
MedAuth,1000,3,63,9.5
MedAuth,1000,3,64,9.5
MedAuth,1000,3,65,9.5
MedAuth,1000,3,66,9.5
MedAuth,1000,3,67,9.5
MedAuth,1000,3,68,9.5
MedAuth,1000,3,69,9.5
MedAuth,1000,3,70,9.5
MedAuth,1000,3,71,9.5
MedAuth,1000,3,72,9.5
MedAuth,1000,3,73,9.5
MedAuth,1000,3,74,9.5
MedAuth,1000,3,75,9.5
MedAuth,1000,3,76,9.5
MedAuth,1000,3,77,9.5
MedAuth,1000,3,78,9.5
MedAuth,1000,3,79,9.5
MedAuth,1000,3,80,9.5
MedAuth,1000,3,81,9.5
MedAuth,1000,3,82,9.5
MedAuth,1000,3,83,9.5
MedAuth,1000,3,84,9.5
MedAuth,1000,3,85,9.5
MedAuth,1000,3,86,9.5
MedAuth,1000,3,87,9.5
MedAuth,1000,3,88,9.5
MedAuth,1000,3,89,9.5
MedAuth,1000,3,90,9.5
MedAuth,1000,3,91,9.5
MedAuth,1000,3,92,9.5
MedAuth,1000,3,93,9.5
MedAuth,1000,3,94,9.5
MedAuth,1000,3,95,18.5
MedAuth,1000,3,96,18.6
MedAuth,1000,3,97,18.6
MedAuth,1000,3,98,18.6
MedAuth,1000,3,99,18.6
MedAuth,1000,3,100,18.6
MedAuth,2000,1,1,18
MedAuth,2000,1,2,18
MedAuth,2000,1,3,18
MedAuth,2000,1,4,18
MedAuth,2000,1,5,18
MedAuth,2000,1,6,18
MedAuth,2000,1,7,18
MedAuth,2000,1,8,18
MedAuth,2000,1,9,18
MedAuth,2000,1,10,18
MedAuth,2000,1,11,18
MedAuth,2000,1,12,18
MedAuth,2000,1,13,18
MedAuth,2000,1,14,18
MedAuth,2000,1,15,18
MedAuth,2000,1,16,18
MedAuth,2000,1,17,18
MedAuth,2000,1,18,18
MedAuth,2000,1,19,18
MedAuth,2000,1,20,18
MedAuth,2000,1,21,18
MedAuth,2000,1,22,18
MedAuth,2000,1,23,18
MedAuth,2000,1,24,18
MedAuth,2000,1,25,18
MedAuth,2000,1,26,18
MedAuth,2000,1,27,18
MedAuth,2000,1,28,18
MedAuth,2000,1,29,18
MedAuth,2000,1,30,18
MedAuth,2000,1,31,18
MedAuth,2000,1,32,18
MedAuth,2000,1,33,18
MedAuth,2000,1,34,18
MedAuth,2000,1,35,18
MedAuth,2000,1,36,18
MedAuth,2000,1,37,18
MedAuth,2000,1,38,18
MedAuth,2000,1,39,18
MedAuth,2000,1,40,18
MedAuth,2000,1,41,18
MedAuth,2000,1,42,18
MedAuth,2000,1,43,18
MedAuth,2000,1,44,18
MedAuth,2000,1,45,18
MedAuth,2000,1,46,18
MedAuth,2000,1,47,18
MedAuth,2000,1,48,18
MedAuth,2000,1,49,18
MedAuth,2000,1,50,18.2
MedAuth,2000,1,51,18.2
MedAuth,2000,1,52,18.2
MedAuth,2000,1,53,18.2
MedAuth,2000,1,54,18.2
MedAuth,2000,1,55,18.2
MedAuth,2000,1,56,18.2
MedAuth,2000,1,57,18.2
MedAuth,2000,1,58,18.2
MedAuth,2000,1,59,18.2
MedAuth,2000,1,60,18.2
MedAuth,2000,1,61,18.2
MedAuth,2000,1,62,18.2
MedAuth,2000,1,63,18.2
MedAuth,2000,1,64,18.2
MedAuth,2000,1,65,18.2
MedAuth,2000,1,66,18.2
MedAuth,2000,1,67,18.2
MedAuth,2000,1,68,18.2
MedAuth,2000,1,69,18.2
MedAuth,2000,1,70,18.2
MedAuth,2000,1,71,18.2
MedAuth,2000,1,72,18.2
MedAuth,2000,1,73,18.2
MedAuth,2000,1,74,18.2
MedAuth,2000,1,75,18.2
MedAuth,2000,1,76,18.2
MedAuth,2000,1,77,18.2
MedAuth,2000,1,78,18.2
MedAuth,2000,1,79,18.2
MedAuth,2000,1,80,18.2
MedAuth,2000,1,81,18.2
MedAuth,2000,1,82,18.2
MedAuth,2000,1,83,18.2
MedAuth,2000,1,84,18.2
MedAuth,2000,1,85,18.2
MedAuth,2000,1,86,18.2
MedAuth,2000,1,87,18.2
MedAuth,2000,1,88,18.2
MedAuth,2000,1,89,18.2
MedAuth,2000,1,90,18.2
MedAuth,2000,1,91,18.2
MedAuth,2000,1,92,18.2
MedAuth,2000,1,93,18.2
MedAuth,2000,1,94,18.2
MedAuth,2000,1,95,85.1
MedAuth,2000,1,96,85.2
MedAuth,2000,1,97,85.2
MedAuth,2000,1,98,85.2
MedAuth,2000,1,99,85.2
MedAuth,2000,1,100,85.2
MedAuth,2000,2,1,18
MedAuth,2000,2,2,18
MedAuth,2000,2,3,18
MedAuth,2000,2,4,18
MedAuth,2000,2,5,18
MedAuth,2000,2,6,18
MedAuth,2000,2,7,18
MedAuth,2000,2,8,18
MedAuth,2000,2,9,18
MedAuth,2000,2,10,18
MedAuth,2000,2,11,18
MedAuth,2000,2,12,18
MedAuth,2000,2,13,18
MedAuth,2000,2,14,18
MedAuth,2000,2,15,18
MedAuth,2000,2,16,18
MedAuth,2000,2,17,18
MedAuth,2000,2,18,18
MedAuth,2000,2,19,18
MedAuth,2000,2,20,18
MedAuth,2000,2,21,18
MedAuth,2000,2,22,18
MedAuth,2000,2,23,18
MedAuth,2000,2,24,18
MedAuth,2000,2,25,18
MedAuth,2000,2,26,18
MedAuth,2000,2,27,18
MedAuth,2000,2,28,18
MedAuth,2000,2,29,18
MedAuth,2000,2,30,18
MedAuth,2000,2,31,18
MedAuth,2000,2,32,18
MedAuth,2000,2,33,18
MedAuth,2000,2,34,18
MedAuth,2000,2,35,18
MedAuth,2000,2,36,18
MedAuth,2000,2,37,18
MedAuth,2000,2,38,18
MedAuth,2000,2,39,18
MedAuth,2000,2,40,18
MedAuth,2000,2,41,18
MedAuth,2000,2,42,18
MedAuth,2000,2,43,18
MedAuth,2000,2,44,18
MedAuth,2000,2,45,18
MedAuth,2000,2,46,18
MedAuth,2000,2,47,18
MedAuth,2000,2,48,18
MedAuth,2000,2,49,18
MedAuth,2000,2,50,18.2
MedAuth,2000,2,51,18.2
MedAuth,2000,2,52,18.2
MedAuth,2000,2,53,18.2
MedAuth,2000,2,54,18.2
MedAuth,2000,2,55,18.2
MedAuth,2000,2,56,18.2
MedAuth,2000,2,57,18.2
MedAuth,2000,2,58,18.2
MedAuth,2000,2,59,18.2
MedAuth,2000,2,60,18.2
MedAuth,2000,2,61,18.2
MedAuth,2000,2,62,18.2
MedAuth,2000,2,63,18.2
MedAuth,2000,2,64,18.2
MedAuth,2000,2,65,18.2
MedAuth,2000,2,66,18.2
MedAuth,2000,2,67,18.2
MedAuth,2000,2,68,18.2
MedAuth,2000,2,69,18.2
MedAuth,2000,2,70,18.2
MedAuth,2000,2,71,18.2
MedAuth,2000,2,72,18.2
MedAuth,2000,2,73,18.2
MedAuth,2000,2,74,18.2
MedAuth,2000,2,75,18.2
MedAuth,2000,2,76,18.2
MedAuth,2000,2,77,18.2
MedAuth,2000,2,78,18.2
MedAuth,2000,2,79,18.2
MedAuth,2000,2,80,18.2
MedAuth,2000,2,81,18.2
MedAuth,2000,2,82,18.2
MedAuth,2000,2,83,18.2
MedAuth,2000,2,84,18.2
MedAuth,2000,2,85,18.2
MedAuth,2000,2,86,18.2
MedAuth,2000,2,87,18.2
MedAuth,2000,2,88,18.2
MedAuth,2000,2,89,18.2
MedAuth,2000,2,90,18.2
MedAuth,2000,2,91,18.2
MedAuth,2000,2,92,18.2
MedAuth,2000,2,93,18.2
MedAuth,2000,2,94,18.2
MedAuth,2000,2,95,85.1
MedAuth,2000,2,96,85.2
MedAuth,2000,2,97,85.2
MedAuth,2000,2,98,85.2
MedAuth,2000,2,99,85.2
MedAuth,2000,2,100,85.2
MedAuth,2000,3,1,18
MedAuth,2000,3,2,18
MedAuth,2000,3,3,18
MedAuth,2000,3,4,18
MedAuth,2000,3,5,18
MedAuth,2000,3,6,18
MedAuth,2000,3,7,18
MedAuth,2000,3,8,18
MedAuth,2000,3,9,18
MedAuth,2000,3,10,18
MedAuth,2000,3,11,18
MedAuth,2000,3,12,18
MedAuth,2000,3,13,18
MedAuth,2000,3,14,18
MedAuth,2000,3,15,18
MedAuth,2000,3,16,18
MedAuth,2000,3,17,18
MedAuth,2000,3,18,18
MedAuth,2000,3,19,18
MedAuth,2000,3,20,18
MedAuth,2000,3,21,18
MedAuth,2000,3,22,18
MedAuth,2000,3,23,18
MedAuth,2000,3,24,18
MedAuth,2000,3,25,18
MedAuth,2000,3,26,18
MedAuth,2000,3,27,18
MedAuth,2000,3,28,18
MedAuth,2000,3,29,18
MedAuth,2000,3,30,18
MedAuth,2000,3,31,18
MedAuth,2000,3,32,18
MedAuth,2000,3,33,18
MedAuth,2000,3,34,18
MedAuth,2000,3,35,18
MedAuth,2000,3,36,18
MedAuth,2000,3,37,18
MedAuth,2000,3,38,18
MedAuth,2000,3,39,18
MedAuth,2000,3,40,18
MedAuth,2000,3,41,18
MedAuth,2000,3,42,18
MedAuth,2000,3,43,18
MedAuth,2000,3,44,18
MedAuth,2000,3,45,18
MedAuth,2000,3,46,18
MedAuth,2000,3,47,18
MedAuth,2000,3,48,18
MedAuth,2000,3,49,18
MedAuth,2000,3,50,18.2
MedAuth,2000,3,51,18.2
MedAuth,2000,3,52,18.2
MedAuth,2000,3,53,18.2
MedAuth,2000,3,54,18.2
MedAuth,2000,3,55,18.2
MedAuth,2000,3,56,18.2
MedAuth,2000,3,57,18.2
MedAuth,2000,3,58,18.2
MedAuth,2000,3,59,18.2
MedAuth,2000,3,60,18.2
MedAuth,2000,3,61,18.2
MedAuth,2000,3,62,18.2
MedAuth,2000,3,63,18.2
MedAuth,2000,3,64,18.2
MedAuth,2000,3,65,18.2
MedAuth,2000,3,66,18.2
MedAuth,2000,3,67,18.2
MedAuth,2000,3,68,18.2
MedAuth,2000,3,69,18.2
MedAuth,2000,3,70,18.2
MedAuth,2000,3,71,18.2
MedAuth,2000,3,72,18.2
MedAuth,2000,3,73,18.2
MedAuth,2000,3,74,18.2
MedAuth,2000,3,75,18.2
MedAuth,2000,3,76,18.2
MedAuth,2000,3,77,18.2
MedAuth,2000,3,78,18.2
MedAuth,2000,3,79,18.2
MedAuth,2000,3,80,18.2
MedAuth,2000,3,81,18.2
MedAuth,2000,3,82,18.2
MedAuth,2000,3,83,18.2
MedAuth,2000,3,84,18.2
MedAuth,2000,3,85,18.2
MedAuth,2000,3,86,18.2
MedAuth,2000,3,87,18.2
MedAuth,2000,3,88,18.2
MedAuth,2000,3,89,18.2
MedAuth,2000,3,90,18.2
MedAuth,2000,3,91,18.2
MedAuth,2000,3,92,18.2
MedAuth,2000,3,93,18.2
MedAuth,2000,3,94,18.2
MedAuth,2000,3,95,85.1
MedAuth,2000,3,96,85.2
MedAuth,2000,3,97,85.2
MedAuth,2000,3,98,85.2
MedAuth,2000,3,99,85.2
MedAuth,2000,3,100,85.2
MedAuth,5000,1,1,48.1
MedAuth,5000,1,2,48.1
MedAuth,5000,1,3,48.1
MedAuth,5000,1,4,48.1
MedAuth,5000,1,5,48.1
MedAuth,5000,1,6,48.1
MedAuth,5000,1,7,48.1
MedAuth,5000,1,8,48.1
MedAuth,5000,1,9,48.1
MedAuth,5000,1,10,48.1
MedAuth,5000,1,11,48.1
MedAuth,5000,1,12,48.1
MedAuth,5000,1,13,48.1
MedAuth,5000,1,14,48.1
MedAuth,5000,1,15,48.1
MedAuth,5000,1,16,48.1
MedAuth,5000,1,17,48.1
MedAuth,5000,1,18,48.1
MedAuth,5000,1,19,48.1
MedAuth,5000,1,20,48.1
MedAuth,5000,1,21,48.1
MedAuth,5000,1,22,48.1
MedAuth,5000,1,23,48.1
MedAuth,5000,1,24,48.1
MedAuth,5000,1,25,48.1
MedAuth,5000,1,26,48.1
MedAuth,5000,1,27,48.1
MedAuth,5000,1,28,48.1
MedAuth,5000,1,29,48.1
MedAuth,5000,1,30,48.1
MedAuth,5000,1,31,48.1
MedAuth,5000,1,32,48.1
MedAuth,5000,1,33,48.1
MedAuth,5000,1,34,48.1
MedAuth,5000,1,35,48.1
MedAuth,5000,1,36,48.1
MedAuth,5000,1,37,48.1
MedAuth,5000,1,38,48.1
MedAuth,5000,1,39,48.1
MedAuth,5000,1,40,48.1
MedAuth,5000,1,41,48.1
MedAuth,5000,1,42,48.1
MedAuth,5000,1,43,48.1
MedAuth,5000,1,44,48.1
MedAuth,5000,1,45,48.1
MedAuth,5000,1,46,48.1
MedAuth,5000,1,47,48.1
MedAuth,5000,1,48,48.1
MedAuth,5000,1,49,48.1
MedAuth,5000,1,50,48.3
MedAuth,5000,1,51,48.3
MedAuth,5000,1,52,48.3
MedAuth,5000,1,53,48.3
MedAuth,5000,1,54,48.3
MedAuth,5000,1,55,48.3
MedAuth,5000,1,56,48.3
MedAuth,5000,1,57,48.3
MedAuth,5000,1,58,48.3
MedAuth,5000,1,59,48.3
MedAuth,5000,1,60,48.3
MedAuth,5000,1,61,48.3
MedAuth,5000,1,62,48.3
MedAuth,5000,1,63,48.3
MedAuth,5000,1,64,48.3
MedAuth,5000,1,65,48.3
MedAuth,5000,1,66,48.3
MedAuth,5000,1,67,48.3
MedAuth,5000,1,68,48.3
MedAuth,5000,1,69,48.3
MedAuth,5000,1,70,48.3
MedAuth,5000,1,71,48.3
MedAuth,5000,1,72,48.3
MedAuth,5000,1,73,48.3
MedAuth,5000,1,74,48.3
MedAuth,5000,1,75,48.3
MedAuth,5000,1,76,48.3
MedAuth,5000,1,77,48.3
MedAuth,5000,1,78,48.3
MedAuth,5000,1,79,48.3
MedAuth,5000,1,80,48.3
MedAuth,5000,1,81,48.3
MedAuth,5000,1,82,48.3
MedAuth,5000,1,83,48.3
MedAuth,5000,1,84,48.3
MedAuth,5000,1,85,48.3
MedAuth,5000,1,86,48.3
MedAuth,5000,1,87,48.3
MedAuth,5000,1,88,48.3
MedAuth,5000,1,89,48.3
MedAuth,5000,1,90,48.3
MedAuth,5000,1,91,48.3
MedAuth,5000,1,92,48.3
MedAuth,5000,1,93,48.3
MedAuth,5000,1,94,48.3
MedAuth,5000,1,95,220
MedAuth,5000,1,96,220.1
MedAuth,5000,1,97,220.1
MedAuth,5000,1,98,220.1
MedAuth,5000,1,99,220.1
MedAuth,5000,1,100,220.1
MedAuth,5000,2,1,48.1
MedAuth,5000,2,2,48.1
MedAuth,5000,2,3,48.1
MedAuth,5000,2,4,48.1
MedAuth,5000,2,5,48.1
MedAuth,5000,2,6,48.1
MedAuth,5000,2,7,48.1
MedAuth,5000,2,8,48.1
MedAuth,5000,2,9,48.1
MedAuth,5000,2,10,48.1
MedAuth,5000,2,11,48.1
MedAuth,5000,2,12,48.1
MedAuth,5000,2,13,48.1
MedAuth,5000,2,14,48.1
MedAuth,5000,2,15,48.1
MedAuth,5000,2,16,48.1
MedAuth,5000,2,17,48.1
MedAuth,5000,2,18,48.1
MedAuth,5000,2,19,48.1
MedAuth,5000,2,20,48.1
MedAuth,5000,2,21,48.1
MedAuth,5000,2,22,48.1
MedAuth,5000,2,23,48.1
MedAuth,5000,2,24,48.1
MedAuth,5000,2,25,48.1
MedAuth,5000,2,26,48.1
MedAuth,5000,2,27,48.1
MedAuth,5000,2,28,48.1
MedAuth,5000,2,29,48.1
MedAuth,5000,2,30,48.1
MedAuth,5000,2,31,48.1
MedAuth,5000,2,32,48.1
MedAuth,5000,2,33,48.1
MedAuth,5000,2,34,48.1
MedAuth,5000,2,35,48.1
MedAuth,5000,2,36,48.1
MedAuth,5000,2,37,48.1
MedAuth,5000,2,38,48.1
MedAuth,5000,2,39,48.1
MedAuth,5000,2,40,48.1
MedAuth,5000,2,41,48.1
MedAuth,5000,2,42,48.1
MedAuth,5000,2,43,48.1
MedAuth,5000,2,44,48.1
MedAuth,5000,2,45,48.1
MedAuth,5000,2,46,48.1
MedAuth,5000,2,47,48.1
MedAuth,5000,2,48,48.1
MedAuth,5000,2,49,48.1
MedAuth,5000,2,50,48.3
MedAuth,5000,2,51,48.3
MedAuth,5000,2,52,48.3
MedAuth,5000,2,53,48.3
MedAuth,5000,2,54,48.3
MedAuth,5000,2,55,48.3
MedAuth,5000,2,56,48.3
MedAuth,5000,2,57,48.3
MedAuth,5000,2,58,48.3
MedAuth,5000,2,59,48.3
MedAuth,5000,2,60,48.3
MedAuth,5000,2,61,48.3
MedAuth,5000,2,62,48.3
MedAuth,5000,2,63,48.3
MedAuth,5000,2,64,48.3
MedAuth,5000,2,65,48.3
MedAuth,5000,2,66,48.3
MedAuth,5000,2,67,48.3
MedAuth,5000,2,68,48.3
MedAuth,5000,2,69,48.3
MedAuth,5000,2,70,48.3
MedAuth,5000,2,71,48.3
MedAuth,5000,2,72,48.3
MedAuth,5000,2,73,48.3
MedAuth,5000,2,74,48.3
MedAuth,5000,2,75,48.3
MedAuth,5000,2,76,48.3
MedAuth,5000,2,77,48.3
MedAuth,5000,2,78,48.3
MedAuth,5000,2,79,48.3
MedAuth,5000,2,80,48.3
MedAuth,5000,2,81,48.3
MedAuth,5000,2,82,48.3
MedAuth,5000,2,83,48.3
MedAuth,5000,2,84,48.3
MedAuth,5000,2,85,48.3
MedAuth,5000,2,86,48.3
MedAuth,5000,2,87,48.3
MedAuth,5000,2,88,48.3
MedAuth,5000,2,89,48.3
MedAuth,5000,2,90,48.3
MedAuth,5000,2,91,48.3
MedAuth,5000,2,92,48.3
MedAuth,5000,2,93,48.3
MedAuth,5000,2,94,48.3
MedAuth,5000,2,95,220
MedAuth,5000,2,96,220.1
MedAuth,5000,2,97,220.1
MedAuth,5000,2,98,220.1
MedAuth,5000,2,99,220.1
MedAuth,5000,2,100,220.1
MedAuth,5000,3,1,48.1
MedAuth,5000,3,2,48.1
MedAuth,5000,3,3,48.1
MedAuth,5000,3,4,48.1
MedAuth,5000,3,5,48.1
MedAuth,5000,3,6,48.1
MedAuth,5000,3,7,48.1
MedAuth,5000,3,8,48.1
MedAuth,5000,3,9,48.1
MedAuth,5000,3,10,48.1
MedAuth,5000,3,11,48.1
MedAuth,5000,3,12,48.1
MedAuth,5000,3,13,48.1
