protocol,run,imd_ms,patient_ms,server_ms,total_ms
MedAuth,436,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,437,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,438,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,439,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,440,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,441,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,442,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,443,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,444,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,445,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,446,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,447,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,448,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,449,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,450,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,451,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,452,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,453,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,454,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,455,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,456,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,457,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,458,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,459,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,460,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,461,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,462,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,463,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,464,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,465,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,466,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,467,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,468,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,469,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,470,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,471,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,472,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,473,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,474,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,475,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,476,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,477,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,478,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,479,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,480,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,481,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,482,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,483,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,484,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,485,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,486,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,487,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,488,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,489,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,490,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,491,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,492,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,493,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,494,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,495,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,496,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,497,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,498,35.029109555,1.509909955,0.679949975,43.308879439
MedAuth,499,33.250890445,1.330090045,0.580050025,41.071120561
MedAuth,500,35.029109555,1.509909955,0.679949975,43.308879439
PLAKA-MD,1,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,2,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,3,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,4,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,5,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,6,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,7,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,8,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,9,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,10,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,11,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,12,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,13,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,14,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,15,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,16,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,17,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,18,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,19,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,20,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,21,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,22,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,23,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,24,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,25,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,26,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,27,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,28,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,29,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,30,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,31,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,32,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,33,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,34,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,35,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,36,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,37,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,38,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,39,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,40,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,41,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,42,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,43,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,44,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,45,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,46,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,47,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,48,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,49,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,50,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,51,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,52,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,53,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,54,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,55,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,56,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,57,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,58,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,59,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,60,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,61,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,62,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,63,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,64,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,65,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,66,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,67,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,68,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,69,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,70,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,71,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,72,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,73,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,74,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,75,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,76,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,77,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,78,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,79,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,80,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,81,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,82,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,83,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,84,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,85,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,86,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,87,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,88,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,89,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,90,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,91,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,92,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,93,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,94,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,95,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,96,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,97,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,98,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,99,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,100,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,101,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,102,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,103,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,104,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,105,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,106,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,107,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,108,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,109,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,110,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,111,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,112,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,113,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,114,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,115,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,116,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,117,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,118,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,119,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,120,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,121,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,122,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,123,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,124,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,125,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,126,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,127,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,128,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,129,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,130,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,131,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,132,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,133,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,134,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,135,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,136,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,137,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,138,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,139,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,140,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,141,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,142,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,143,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,144,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,145,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,146,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,147,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,148,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,149,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,150,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,151,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,152,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,153,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,154,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,155,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,156,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,157,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,158,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,159,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,160,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,161,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,162,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,163,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,164,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,165,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,166,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,167,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,168,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,169,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,170,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,171,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,172,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,173,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,174,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,175,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,176,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,177,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,178,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,179,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,180,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,181,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,182,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,183,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,184,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,185,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,186,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,187,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,188,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,189,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,190,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,191,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,192,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,193,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,194,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,195,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,196,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,197,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,198,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,199,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,200,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,201,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,202,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,203,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,204,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,205,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,206,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,207,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,208,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,209,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,210,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,211,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,212,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,213,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,214,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,215,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,216,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,217,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,218,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,219,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,220,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,221,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,222,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,223,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,224,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,225,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,226,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,227,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,228,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,229,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,230,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,231,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,232,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,233,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,234,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,235,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,236,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,237,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,238,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,239,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,240,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,241,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,242,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,243,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,244,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,245,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,246,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,247,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,248,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,249,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,250,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,251,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,252,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,253,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,254,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,255,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,256,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,257,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,258,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,259,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,260,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,261,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,262,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,263,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,264,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,265,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,266,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,267,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,268,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,269,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,270,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,271,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,272,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,273,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,274,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,275,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,276,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,277,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,278,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,279,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,280,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,281,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,282,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,283,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,284,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,285,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,286,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,287,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,288,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,289,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,290,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,291,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,292,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,293,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,294,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,295,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,296,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,297,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,298,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,299,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,300,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,301,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,302,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,303,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,304,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,305,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,306,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,307,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,308,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,309,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,310,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,311,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,312,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,313,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,314,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,315,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,316,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,317,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,318,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,319,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,320,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,321,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,322,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,323,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,324,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,325,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,326,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,327,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,328,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,329,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,330,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,331,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,332,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,333,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,334,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,335,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,336,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,337,30.470890445,1.100040020,0.039001001,39.830910455
PLAKA-MD,338,32.249109555,1.179959980,0.040998999,41.649089545
PLAKA-MD,339,30.470890445,1.100040020,0.039001001,39.830910455
